,Unnamed: 0.2,tweet_id,time,tweet,retweet_count,tweet_clean,Subjectivity,Polarity,presidential_aspirant,Party
5571,5571,1.555212413036806e+18,2022-08-04 15:21:48+00:00,"@okojie_osezua @UchePOkoye The Secretary of PDP Sen. Anyanwu from Imo state.

There are others too, the National Pu… https://t.co/SLeDHVTEBT",0,secretary pdp sen anyanwu imo state national,0.0,0.0,None,PDP
5583,5583,1.5552122503608074e+18,2022-08-04 15:21:09+00:00,RT @Iamkunevrizzy: The PDP in Delta has never had issues with Presenting a Gubernatorial Candidate till this man came along to destabilise…,1,pdp delta issue present gubernatorial candidate till man come destabilise,0.0,0.0,None,PDP
5588,5588,1.555212209914925e+18,2022-08-04 15:20:59+00:00,"@Adumbiehere my dad watched tom and jerry a couple of weeks ago and like, i've never seen him smile and laugh that… https://t.co/nITpFcl5zA",0,dad watch tom jerry couple weeks ago like see smile laugh,0.1,0.3,None,None
5593,5593,1.5552121331886326e+18,2022-08-04 15:20:41+00:00,@DemolaRewaju No Sir! Good Governance is what matters most and u can't give that by starting on a wrong foundation.… https://t.co/4xyImf6xla,0,sir good governance matter start wrong foundation,0.75,0.09999999999999998,None,None
5597,5597,1.5552121014043116e+18,2022-08-04 15:20:34+00:00,"@UchePOkoye Tweets like this shouldn't be made, keep it in your draft.

Just fee days ago, we where knocking Sam Om… https://t.co/O9lrNUIlTK",0,tweet like shouldn draft fee days ago knock sam,0.0,0.0,None,None
5603,5603,1.555212018134786e+18,2022-08-04 15:20:14+00:00,@Elkrosmediahub The funny thing be say na dem Tompolo make this Okowa win PDP primaries that year.,0,funny thing dem tompolo okowa win pdp primaries year,0.7,0.525,None,PDP
5606,5606,1.555211964502233e+18,2022-08-04 15:20:01+00:00,"Kwara PDP’s Comeback Bid Laughable, Says Gov AbdulRazaq https://t.co/xCmoYUzp7f",0,kwara pdp comeback bid laughable say gov abdulrazaq,1.0,-0.5,None,PDP
5609,5609,1.555211932898136e+18,2022-08-04 15:19:53+00:00,"Our VP candidate @IAOkowa Last night,said it was great to receive Senator @SenUcheEkwunife and other key PDP stakeh… https://t.co/reaOc0stAI",1,candidate night say great receive senator key pdp stakeh,0.875,0.4,None,PDP
5610,5610,1.5552118980183163e+18,2022-08-04 15:19:45+00:00,"@Topboychriss All I see is ia that wike want to force PDP to negotiate with him,he want to make sure the chairman resign at all cost.",0,wike want force pdp negotiate want sure chairman resign cost,0.8888888888888888,0.5,None,PDP
5621,5621,1.5552118015576146e+18,2022-08-04 15:19:22+00:00,@errobarbz @rosiebratz @_loveyourosie And u in ur pdp you think you are beautiful !?,0,loveyourosie pdp think beautiful,1.0,0.85,None,PDP
5629,5629,1.555211628290773e+18,2022-08-04 15:18:41+00:00,"Colm Task Chair

https://t.co/aF1jfCOKpT

#chair #Deals #Wayfair #furniture https://t.co/Epa0xspBtB",0,colm task chair,0.0,0.0,None,None
5644,5644,1.555211450116866e+18,2022-08-04 15:17:58+00:00,"[BREAKING] Osun 2022:  @GboyegaOyetola Drags INEC, PDP, Adeleke.

Walahi this man no get better adviser. 
If you ne… https://t.co/dgYlSQBitz",0,break osun drag inec pdp adeleke walahi man better adviser,0.28541666666666665,0.2,None,PDP
5663,5663,1.5552112418444042e+18,2022-08-04 15:17:09+00:00,@emmanuelomlaj @Oluseg1n1 @People_Steward @FinPlanKaluAja1 who really needs govts that are only good at starting an… https://t.co/xWeMzAf6Qy,0,need govts good start,0.6000000000000001,0.7,None,None
5693,5693,1.5552108431969526e+18,2022-08-04 15:15:34+00:00,"RT @BarnabasOgbor: @bujutourears @tonykeyamo1 Communities like that exist. It happened in Osun's Gubernatorial election re-run in 2018, Ife…",1,communities like exist happen osun gubernatorial election run ife,0.0,0.0,None,None
5707,5707,1.5552105385813606e+18,2022-08-04 15:14:21+00:00,"You don’t speak for Nigerians, stop all those sloganeering and jingoism.

The 403,371 votes counted for PDP in Osun… https://t.co/1HKT9YSyZe",6,speak nigerians stop sloganeer jingoism vote count pdp osun,0.0,0.0,None,PDP
5727,5727,1.555210250352984e+18,2022-08-04 15:13:12+00:00,@Tosmak Thunder go fire PDP sha. For not giving us a viable opponent,0,thunder pdp sha give viable opponent,0.0,0.0,None,PDP
5737,5737,1.555210062347608e+18,2022-08-04 15:12:27+00:00,2023 Presidency: Ayu Confident PDP Will Coast To Victory https://t.co/836L1bYf8L,0,presidency ayu confident pdp coast victory,0.8333333333333334,0.5,None,PDP
5751,5751,1.5552098349408256e+18,2022-08-04 15:11:33+00:00,"@Tayo46083631 @myphancy @dino_melaye No Obi is not a boy I don't believe that, he has done something which a man li… https://t.co/T0y4eSFXeo",0,obi boy believe man,0.0,0.0,PeterObi,None
5763,5763,1.5552097176218583e+18,2022-08-04 15:11:05+00:00,Yup! Perfectly captures PDP. I’m glad you said it. PDP are the major enablers of the powers that be https://t.co/I2CaXy7Cmo,1,yup perfectly capture pdp glad say pdp major enablers power,0.8333333333333334,0.5208333333333334,None,PDP
5765,5765,1.5552097052236022e+18,2022-08-04 15:11:02+00:00,"""Holy Moments give meaning and divine purpose to our lives. Meaning is crucial to our health and happiness. We cann… https://t.co/Cfe7daoxST",1,holy moments mean divine purpose live mean crucial health happiness cann,0.615,0.04227272727272726,None,None
5768,5768,1.5552096918311895e+18,2022-08-04 15:10:59+00:00,"@DemolaRewaju @SodiqTade That distractor must be PDP because you guys failed woefully as an opposition, we neutrals… https://t.co/9rAM1H0Hx6",0,distractor pdp guy fail woefully opposition neutrals,0.29999999999999993,-0.5,None,PDP
5788,5788,1.5552093203962102e+18,2022-08-04 15:09:31+00:00,"@IAOkowa @OfficialPDPNig Nice one,kudos to Gov Okowa despite his tight schedule to received Sen.Uche and other key… https://t.co/z4DRiKyOd6",0,nice kudos gov okowa despite tight schedule receive sen uche key,0.7619047619047619,0.14047619047619045,None,None
5812,5812,1.5552090289045504e+18,2022-08-04 15:08:21+00:00,"Meet PDP Campaign Spokesperson.... Dino Melaye.
#PeterObi4President2023. https://t.co/3R02gMlguv",0,meet pdp campaign spokesperson dino melaye,0.0,0.0,None,PDP
5832,5832,1.5552088439609344e+18,2022-08-04 15:07:37+00:00,"@DMind22101200 @adedoyinfalade @lex_Teflondon Bro , it’s a fact dat nobody is perfect so too this govt. if I see a… https://t.co/pVIrdD82iB",0,bro fact dat perfect govt,1.0,1.0,None,None
5847,5847,1.5552086018448302e+18,2022-08-04 15:06:39+00:00,@Topboychriss PDP is bigger than anybody irrespective of what you did to the party. Remember the party is supreme a… https://t.co/cUxETaH4bC,0,pdp bigger anybody irrespective party remember party supreme,0.5,0.0,None,PDP
5869,5869,1.5552083018051912e+18,2022-08-04 15:05:28+00:00,"@dino_melaye This first post after your appointment speaks volume- ""...tat of the pdp presidential campaign of the pdp""- Sad!",0,post appointment speak volume tat pdp presidential campaign pdp sad,1.0,-0.5,None,PDP
5890,5890,1.5552081288782395e+18,2022-08-04 15:04:46+00:00,"Best Buy [$49.99, pre-order, out 10/14/22]: Nascar Rivals - Nintendo Switch

📦🛍 Online+in stores (locations vary)… https://t.co/8L3xc08KY1",1,best buy pre order nascar rival nintendo switch online store locations vary,0.3,1.0,None,None
5907,5907,1.5552079051330683e+18,2022-08-04 15:03:53+00:00,"RT @LegoDrops: Best Buy [$129.99, new release, 10/1/22]: LEGO Architecture Great Pyramid of Giza 21058 Toy Building Kit (1,476 Pieces)

🛍 I…",1,best buy new release lego architecture great pyramid giza toy build kit piece,0.5015151515151515,0.6454545454545454,None,None
5910,5910,1.5552078587022213e+18,2022-08-04 15:03:42+00:00,"Best Buy [$129.99, new release, 10/1/22]: LEGO Architecture Great Pyramid of Giza 21058 Toy Building Kit (1,476 Pie… https://t.co/7314WMHcBg",1,best buy new release lego architecture great pyramid giza toy build kit pie,0.5015151515151515,0.6454545454545454,None,None
5911,5911,1.555207823298105e+18,2022-08-04 15:03:34+00:00,"If by a stretch of the miraculous, there's a run-off and my candidate isn't in it, then PDP gets my vote. 

Until t… https://t.co/KucCKC4PJT",0,stretch miraculous run candidate isn pdp get vote,0.0,0.0,None,PDP
5913,5913,1.555207808643113e+18,2022-08-04 15:03:30+00:00,"Did my small investigation, and it turns out that this guy is a Fulani herdsman, supporting PDP. They never disappo… https://t.co/gYgTqN2WXf",0,small investigation turn guy fulani herdsman support pdp disappo,0.4,-0.25,None,PDP
5926,5926,1.5552075604075315e+18,2022-08-04 15:02:31+00:00,"PDP Gombe state chapter: Gubernatorial candidate of people democratic party (PDP), done afraid. Because he sued inc… https://t.co/cBGvw3C3oV",0,pdp gombe state chapter gubernatorial candidate people democratic party pdp afraid sue,0.9,-0.6,None,PDP
5928,5928,1.5552075316178125e+18,2022-08-04 15:02:24+00:00,Lots of these folks supporting LP will switch their support to PDP when the campaign starts.. Just wait,0,lot folks support switch support pdp campaign start wait,0.0,0.0,None,PDP
5935,5935,1.5552074465865974e+18,2022-08-04 15:02:04+00:00,It doesn't mean he is a good man. One of the reasons I get angry when people praise okowa. Delta state needs leader… https://t.co/znROMzkRzd,0,mean good man reason angry people praise okowa delta state need leader,0.7625000000000001,-0.03750000000000001,None,None
5936,5936,1.5552074043670075e+18,2022-08-04 15:01:54+00:00,"Stotfold Task Chair

https://t.co/aNyrVJXGGw

#chair #Deals #Wayfair https://t.co/6ccRKWquRs",0,stotfold task chair,0.0,0.0,None,None
5944,5944,1.555207236762407e+18,2022-08-04 15:01:14+00:00,"@dino_melaye That's the problem, instead of appointing you his Danceperson, he is appointing you his Spokesman, wha… https://t.co/TgiwKlLX5Z",0,problem instead appoint danceperson appoint spokesman wha,0.0,0.0,None,None
5952,5952,1.5552071003719598e+18,2022-08-04 15:00:41+00:00,Who is he suggesting it to? PDP or Labour? https://t.co/kjPSpRtGR2,0,suggest pdp labour,0.0,0.0,None,PDP
5959,5959,1.555207001675862e+18,2022-08-04 15:00:18+00:00,@HAHayatu PDP... Wailing wailers...Cry babies 😋😋,0,pdp wail wailers baby,0.0,0.0,None,PDP
5962,5962,1.5552069346046157e+18,2022-08-04 15:00:02+00:00,Government withdrew the draft personal data protection (PDP) bill introduced in 2019 to replace it with a broader l… https://t.co/7vimIdM8HA,0,government withdraw draft personal data protection pdp introduce replace broader,0.3,0.0,None,PDP
5995,5995,1.555206501291393e+18,2022-08-04 14:58:18+00:00,@leeikjuniverse I've done to change my pdp. Finally 🥲🤣,0,change pdp finally,1.0,0.0,None,PDP
5996,5996,1.5552064927726182e+18,2022-08-04 14:58:16+00:00,@KnightSirdam PDP is the weakest of them all. mundu party,0,pdp weakest mundu party,0.0,0.0,None,PDP
6006,6006,1.555206383775019e+18,2022-08-04 14:57:50+00:00,RT @Imran26899148: @OfficeOfLGJandK Jknc and pdp cannot overpower govt. Is govt afraid of jknc and pdp? Scrap FAA just like jkpsi. Justice…,9,jknc pdp overpower govt govt afraid jknc pdp scrap faa like jkpsi justice,0.9,-0.6,None,PDP
6021,6021,1.555206130422489e+18,2022-08-04 14:56:50+00:00,I hope @PeterObi has realised that his constant appeal for calm &amp; decorum is not an approach that works for crimina… https://t.co/RDdXEMAKPZ,1,hope realise constant appeal calm amp decorum approach work crimina,0.5416666666666666,0.15000000000000002,None,None
6027,6027,1.5552060661740585e+18,2022-08-04 14:56:35+00:00,The idiots will then compare results gotten with AC and the PDP after to say one man added millions not the PDP structure 🤣,5,idiots compare result get pdp man add millions pdp structure,0.8,-0.8,None,PDP
6034,6034,1.5552060194830418e+18,2022-08-04 14:56:24+00:00,@AdeRazakGold And PDP would have won hands down,0,pdp win hand dow,0.4,0.8,None,PDP
6041,6041,1.5552059273342812e+18,2022-08-04 14:56:02+00:00,"RT @Franeb: So here's my response:

We'd like to see PDP like the lesser evil but truly it's looking like 6 and half a Dozen at this point.…",1,response like pdp like lesser evil truly look like half dozen point,0.5555555555555556,-0.3888888888888889,None,PDP
6061,6061,1.5552056883428475e+18,2022-08-04 14:55:05+00:00,@iyorchiayu @OfficialPDPNig @OfficialDeboO @Honndudielumelu @_SHIGOD You people can’t smell power comes 2023 …you p… https://t.co/x6gdLDW0CT,0,shigod people smell power come,0.0,0.0,None,None
6070,6070,1.5552055604164936e+18,2022-08-04 14:54:34+00:00,"RT @AlanCovers: Unfortunately, PDP is a 3rd force. We cannot rightly predict any regional block vote for the PDP. This election will be dec…",1,unfortunately pdp force rightly predict regional block vote pdp election dec,0.7678571428571428,-0.10714285714285715,None,PDP
6075,6075,1.5552054993810596e+18,2022-08-04 14:54:20+00:00,"@thewaleadeyemi You clearly don’t know the issues bro, I’m not ready to argue on Moral grounds.

When you are ready… https://t.co/RPXq0FXcUI",0,clearly know issue bro ready argue moral ground ready,0.4083333333333333,0.125,None,None
6076,6076,1.5552054927834153e+18,2022-08-04 14:54:18+00:00,"Demola, you and I know that based off current events, the PDP ain't winning this election. https://t.co/NpUPSmQ8Fp",0,demola know base current events pdp ain win election,0.6,0.0,None,PDP
6080,6080,1.5552054432150323e+18,2022-08-04 14:54:06+00:00,"PDP IN THE NIGHT, BIAFRA FREEDOM FIGHTER IN THE MORNING. THE SAME BRUCE FEIN THAT YOU PRAISED FEW DAYS AGO, YOU ARE… https://t.co/cAAgjHwRyC",0,pdp night biafra freedom fighter morning bruce fein praise days ago,0.0,0.0,None,PDP
6081,6081,1.5552054417177805e+18,2022-08-04 14:54:06+00:00,The PDP in Delta has never had issues with Presenting a Gubernatorial Candidate till this man came along to destabi… https://t.co/njHZyhN0EE,1,pdp delta issue present gubernatorial candidate till man come destabi,0.0,0.0,None,PDP
6108,6108,1.5552051614081516e+18,2022-08-04 14:52:59+00:00,"@johnnysleek Shows he never believed in the CAUSE one bit. Why not LP or some other party, but PDP.... Naaaaaaaaa!!… https://t.co/AnYmvxf8Hl",0,show believe cause bite party pdp naaaaaaaaa,0.0,0.0,None,PDP
6117,6117,1.5552050769517486e+18,2022-08-04 14:52:39+00:00,@HAHayatu Then we asked him again to leave the PDP when we saw how things were playing because we want him on the b… https://t.co/S6BR3LwUGl,0,ask leave pdp saw things play want,0.0,0.0,None,PDP
6139,6139,1.5552046649746268e+18,2022-08-04 14:51:01+00:00,"@dino_melaye Congratulations sir, pdp is ready to rescue Nigeria",0,congratulations sir pdp ready rescue nigeria,0.5,0.2,None,PDP
6141,6141,1.5552046468089774e+18,2022-08-04 14:50:56+00:00,N1.4bn Vehicles Donation to Niger Republic: Blood of innocent Nigerians will not forgive Buhari govt – PDP chieftai… https://t.co/TkQHf70hfG,2,vehicles donation niger republic blood innocent nigerians forgive buhari govt pdp chieftai,0.7,0.5,None,PDP
6143,6143,1.5552046121766175e+18,2022-08-04 14:50:48+00:00,RT @baloo1010: We don't even need a MOSES we have already left Egypt PDP years... We can't go back again 😅😅 https://t.co/dPDeYEl0di,4,need moses leave egypt pdp years,0.0,0.0,None,PDP
6147,6147,1.5552045634765537e+18,2022-08-04 14:50:36+00:00,"A chieftain of Peoples Democratic Party (PDP), in Kauru Local Government Area of Kaduna State, Professor Mustapha R… https://t.co/cz5O1OQyGP",0,chieftain people democratic party pdp kauru local government area kaduna state professor mustapha,0.0,0.0,None,PDP
6157,6157,1.5552044024740905e+18,2022-08-04 14:49:58+00:00,"@HAHayatu What did PDP did in primary election,",0,pdp primary election,0.5,0.4,None,PDP
6161,6161,1.5552043204838072e+18,2022-08-04 14:49:38+00:00,RT @johnnysleek: Daniel Bwala may be constructive when defending his principal's manifestos but the question is what does he know about PDP…,1,daniel bwala constructive defend principal manifestos question know pdp,0.0,0.0,None,PDP
6163,6163,1.5552043010180915e+18,2022-08-04 14:49:34+00:00,Cameroon's in PDP is up next 🤭 https://t.co/sXbfnp6zNy,0,cameroon pdp,0.0,0.0,None,PDP
6168,6168,1.5552041837453353e+18,2022-08-04 14:49:06+00:00,@Naija_Activist A convenient interview conducted by former PDP deputy governorship nominee in Ogun state.,0,convenient interview conduct pdp deputy governorship nominee ogun state,0.0,0.0,None,PDP
6200,6200,1.555203734178861e+18,2022-08-04 14:47:19+00:00,"@dattibabaahmed From CPC to PDP and now LP?

Obi from APGA to PDP and and now LP? Nothing is really new.",0,cpc pdp obi apga pdp new,0.45454545454545453,0.13636363636363635,PeterObi,PDP
6202,6202,1.5552036866407793e+18,2022-08-04 14:47:07+00:00,RT @MichaelC2384: @phillip27076356 @cryptireseaech @ShytoshiKusama There are a lot of people very skeptical and I don’t blame them. And eve…,1,lot people skeptical blame eve,0.5,-0.5,None,None
6203,6203,1.555203669054075e+18,2022-08-04 14:47:03+00:00,RT @MichaelC2384: @cryptireseaech @phillip27076356 @ShytoshiKusama That’s based of a whole lot of assumptions. There is zero guarantees tha…,1,base lot assumptions zero guarantee tha,1.0,-0.8,None,None
6209,6209,1.5552035946387415e+18,2022-08-04 14:46:45+00:00,"RT @phillip27076356: @ShytoshiKusama Thanks for not supporting Shiba token. We have 549,000,000,000,000 tokens and you say your supporting…",5,thank support shiba token tokens support,0.0,0.0,None,None
6210,6210,1.555203587470463e+18,2022-08-04 14:46:44+00:00,RT @isi4drecordx: Nigeria is not a two party state. Stop this unnecessary blackmail. PDP shouldn't be bothered with their 11 million votes…,1,nigeria party state stop unnecessary blackmail pdp shouldn bother million vote,0.9,-0.4,None,PDP
6211,6211,1.555203581766148e+18,2022-08-04 14:46:42+00:00,"Apparently, killing for racism is crime and should be shunned but killing for religion is not a crime. Agba PDP flag bearer. Crying 😭",0,apparently kill racism crime shun kill religion crime agba pdp flag bearer cry,0.35,0.05,None,PDP
6217,6217,1.5552035025735844e+18,2022-08-04 14:46:23+00:00,"Best Buy [$69.99, new release, 9/2/22]: The Last of Us Part I - PlayStation 5

📦🛍 Online+in stores (locations vary)… https://t.co/8bTGNOMJzM",1,best buy new release playstation online store locations vary,0.37727272727272726,0.5681818181818181,None,None
6221,6221,1.5552034330320443e+18,2022-08-04 14:46:07+00:00,@thecableindex Naija politics and politicians who no fear you no fear death o. Daniel Bwala dt just decamped few da… https://t.co/b2O1BawbZP,0,naija politics politicians fear fear death daniel bwala decamp,0.0,0.0,None,None
6228,6228,1.5552032561540014e+18,2022-08-04 14:45:25+00:00,@DemolaRewaju PDP victory in Osun was the wishes of the people,0,pdp victory osun wish people,0.0,0.0,None,PDP
6251,6251,1.5552028265146204e+18,2022-08-04 14:43:42+00:00,"RT @DemolaRewaju: PDP flew in Osun, it wasn’t wishes, it was hardwork done over the years.

Out of 18 parties in Nigeria, only two parties…",12,pdp fly osun wasn wish hardwork years party nigeria party,0.9,0.8,None,PDP
6255,6255,1.5552027302805012e+18,2022-08-04 14:43:19+00:00,"PDP flew in Osun, it wasn’t wishes, it was hardwork done over the years.

Out of 18 parties in Nigeria, only two pa… https://t.co/WiAfROjjxs",12,pdp fly osun wasn wish hardwork years party nigeria,0.9,0.8,None,PDP
6259,6259,1.555202668066472e+18,2022-08-04 14:43:04+00:00,"RT @Nedu64: David Hundeyin just gave PDP an open cheque with that 1.4bn revelation. 

What have they done with?

Useless opposition.",1,david hundeyin give pdp open cheque revelation useless opposition,0.35,-0.25,None,PDP
6263,6263,1.5552025815127409e+18,2022-08-04 14:42:44+00:00,@Girl_isBlessed Everybody eye don clear. PDP are now fighting not to lose the SE and SS at state level,0,everybody eye clear pdp fight lose state leve,0.3833333333333333,0.10000000000000002,None,PDP
6265,6265,1.5552025174824878e+18,2022-08-04 14:42:29+00:00,"@KnightSirdam @EsezoborZekeri ride on Sir, i mean, I'm more disgusted by PDP. The only thing that useless party kno… https://t.co/1uEOO4oRWT",0,ride sir mean disgust pdp thing useless party kno,0.44375,-0.40625,None,PDP
6268,6268,1.555202428487848e+18,2022-08-04 14:42:07+00:00,"RT @BCMyouthnetwork: Barr @CalebMutfwang  and his running mate @JosephinePiyo paid  a condolence visit to the family of Dinfa Domtau, the C…",6,barr run mate pay condolence visit family dinfa domtau,0.0,0.0,None,None
6282,6282,1.555202211063423e+18,2022-08-04 14:41:16+00:00,RT @ihuomaamadi: @tobi_a_man @Castledaniel2 @firstladyship closest rival. He subsequently emerged the PDP candidate with 371 votes.,1,closest rival subsequently emerge pdp candidate vote,0.05,0.0,None,PDP
6296,6296,1.555201989650391e+18,2022-08-04 14:40:23+00:00,"@channelstv Nna, stop wasting your time wooing brother Nyeson Wike. You guys betrayed him severally in spite of all… https://t.co/x4FvPSirWL",0,nna stop waste time woo brother nyeson wike guy betray severally spite,0.0,-0.1,None,None
6299,6299,1.5552019739428905e+18,2022-08-04 14:40:19+00:00,@UncleZoGunTales Walther PDP F-Series https://t.co/iud0Gw9PGI,1,walther pdp series,0.0,0.0,None,PDP
6314,6314,1.5552018441625805e+18,2022-08-04 14:39:48+00:00,@DemolaRewaju If wishes were horses PDP will fly,1,wish horse pdp fly,0.9,0.8,None,PDP
6323,6323,1.555201636431184e+18,2022-08-04 14:38:59+00:00,RT @Didierfredsimon: The PDP is the most useless opposition party in the history of the world.,1,pdp useless opposition party history world,0.2,-0.5,None,PDP
6360,6360,1.55520101763294e+18,2022-08-04 14:36:31+00:00,Why are you concerned about PDP's spokesperson? 😂🤣 https://t.co/GABk03ZlGK,0,concern pdp spokesperson,0.0,0.0,None,PDP
6364,6364,1.555200972665897e+18,2022-08-04 14:36:20+00:00,"@Gagarute @Davidmerkel707 @DemolaRewaju stop this childish clowning......yenyen.
PDP is the most useless opposition… https://t.co/6EFdnsDfO4",0,stop childish clown yenyen pdp useless opposition,0.5,-0.35,None,PDP
6365,6365,1.555200930148229e+18,2022-08-04 14:36:10+00:00,@RapuluOramali @mipemi_o Be serious!! Look at the strength and spread of 2007 AC and compare it with PDP,0,look strength spread compare pdp,0.0,0.0,None,PDP
6374,6374,1.5552007709198582e+18,2022-08-04 14:35:32+00:00,@adeyanjudeji Doing more with little resources. PDP and PDP lite are disguising as different candidates https://t.co/sdFv2IACny,0,little resources pdp pdp lite disguise different candidates,0.55,-0.09375,None,PDP
6380,6380,1.5552007262378394e+18,2022-08-04 14:35:22+00:00,"You see the way @OfficialPDPNig is try to beg @GovWike to become active in PDP, well imagine trying to beg millions… https://t.co/K7c53R75F2",1,way try beg active pdp imagine try beg millions,0.6,-0.13333333333333333,None,PDP
6383,6383,1.5552006846765998e+18,2022-08-04 14:35:12+00:00,Daniel Bwala may be constructive when defending his principal's manifestos but the question is what does he know ab… https://t.co/NM3fK6KLvg,1,daniel bwala constructive defend principal manifestos question know,0.0,0.0,None,None
6402,6402,1.5552004464235356e+18,2022-08-04 14:34:15+00:00,"RT @_katherine_may_: You can listen here in the UK: https://t.co/3wMT97kMxj

And here in the US: https://t.co/6s7nNuSFcq

Audible members c…",1,katherine listen audible members,0.0,0.0,None,None
6413,6413,1.5552002702918287e+18,2022-08-04 14:33:33+00:00,"Bauchi State Governor, His Excellency, @SenBalaMohammed has welcomed the immediate past Deputy Governor of Bauchi S… https://t.co/E3kEmKIeva",0,bauchi state governor excellency welcome immediate past deputy governor bauchi,0.575,0.275,None,None
6414,6414,1.555200260267737e+18,2022-08-04 14:33:30+00:00,It’s unfortunate that the PDP and with all some youth stood for are today enabling those who brought Nigeria into t… https://t.co/UJFuxyHlR9,0,unfortunate pdp youth stand today enable bring nigeria,1.0,-0.5,None,PDP
6420,6420,1.5552001736341996e+18,2022-08-04 14:33:10+00:00,@YemmiOke @CreekLord @DemolaRewaju So we should carry uselessness to challenge uselessness? Just because we don't w… https://t.co/1C2Y9mHqJY,0,carry uselessness challenge uselessness,0.0,0.0,None,None
6431,6431,1.5552000564243743e+18,2022-08-04 14:32:42+00:00,@DemolaRewaju PDP is the opposition that fell off. You're the deputy assistant opposition,0,pdp opposition fell deputy assistant oppositio,0.0,0.0,None,PDP
6450,6450,1.555199756959359e+18,2022-08-04 14:31:30+00:00,"@OtavianoStephe2 @OfficialPDPNig @GovWike @PeterObi As always brother.✊
Yes i have participated. Both in the Execut… https://t.co/kbgtoDbLxp",0,brother yes participate execut,0.0,0.0,None,None
6457,6457,1.555199642014466e+18,2022-08-04 14:31:03+00:00,"RT @Adonis4all: @DemolaRewaju Any opposition that failed in its responsibilities to hold the govt in power to its duties, but waited until…",1,opposition fail hold govt power duties wait,0.29999999999999993,-0.5,None,None
6463,6463,1.5551995814362153e+18,2022-08-04 14:30:49+00:00,I  don't have strength to be paying attention to what d PDP paid attack dogs are doing. Mine is to work my butt off… https://t.co/9O3voMA7EN,0,strength pay attention pdp pay attack dog work butt,0.0,0.0,None,PDP
6467,6467,1.5551995346908938e+18,2022-08-04 14:30:37+00:00,RT @jongseongsfilm: they way jay sits comfortably while doing the fancall lmao 😭 https://t.co/z5fxnuw4MX,101,way jay sit comfortably fancall lmao,0.9,0.5,None,None
6469,6469,1.5551995259876923e+18,2022-08-04 14:30:35+00:00,RT @lilygoround: don’t talk to me😾     You have ramyeon?😼 https://t.co/kLlhzjvqRM,122,talk ramyeon,0.0,0.0,None,None
6470,6470,1.555199520941695e+18,2022-08-04 14:30:34+00:00,"@CreekLord @DemolaRewaju So PDP that have structure and grassroots support from ward to lg and states with Govs, se… https://t.co/sMs0xjOxXH",0,pdp structure grassroots support ward state govs,0.0,0.0,None,PDP
6472,6472,1.5551995018493174e+18,2022-08-04 14:30:30+00:00,@KnightSirdam @ayansoladare PDP is the must useless political opposition party in history. Very useless,1,pdp useless political opposition party history useless,0.16666666666666666,-0.3333333333333333,None,PDP
6477,6477,1.555199440780231e+18,2022-08-04 14:30:15+00:00,"@Ogaga_noble @dino_melaye Don't put Obi in every issue,this is PDP issue,if Obi want to win,he is not going to win… https://t.co/YgOBQCqvQo",0,obi issue pdp issue obi want win go win,0.4,0.8,PeterObi,PDP
6484,6484,1.5551993105764516e+18,2022-08-04 14:29:44+00:00,Nigeria is not a two party state. Stop this unnecessary blackmail. PDP shouldn't be bothered with their 11 million… https://t.co/0LSlwmTERu,1,nigeria party state stop unnecessary blackmail pdp shouldn bother million,0.9,-0.4,None,PDP
6498,6498,1.555199113590874e+18,2022-08-04 14:28:57+00:00,"Breaking: Ex-Bauchi deputy governor Katagum, others join PDP https://t.co/OF5Vx7F0G2",0,break bauchi deputy governor katagum join pdp,0.0,0.0,None,PDP
6499,6499,1.555199106150269e+18,2022-08-04 14:28:55+00:00,Jesus Christ of Nazareth!!!😭 God! Dammy!! Was your phone stolen? What has the PDP done to you man? https://t.co/6IEcgsmkLs,0,jesus christ nazareth god dammy phone steal pdp man,0.0,0.0,None,PDP
6500,6500,1.555199099640709e+18,2022-08-04 14:28:54+00:00,"@AlanCovers This is not the issue of monetization bro
Putting PDP as 3rd force is not just what you should say beca… https://t.co/KSjXKGd9TO",0,issue monetization bro put pdp force beca,0.0,0.0,None,PDP
6513,6513,1.5551988902736404e+18,2022-08-04 14:28:04+00:00,"Not with the construction of Lagos Abk Ibadan exp rail, Lagos Ibadan exp, Apapa Osh Oworosoki exp, Badagry exp, Oyo… https://t.co/1YUO37nrtX",1,construction lagos abk ibadan exp rail lagos ibadan exp apapa osh oworosoki exp badagry exp oyo,0.0,0.0,None,None
6522,6522,1.5551986397687398e+18,2022-08-04 14:27:04+00:00,"@dino_melaye Congratulations Sen. Dino 👏🏽👏🏽👏🏽🎊

Let me join other PDP family members to tell @fkeyamo  (Spokesperso… https://t.co/4UAFAYRbNf",0,congratulations sen dino let join pdp family members tell spokesperso,0.0,0.0,None,PDP
6523,6523,1.555198634798506e+18,2022-08-04 14:27:03+00:00,@HAHayatu I can vet my life PDP will finish 3rd if care isnt taken nnpp will finish ahead of them.. They are the worst opposition party Ever,0,vet life pdp finish care isnt take nnpp finish ahead worst opposition party,1.0,-1.0,None,PDP
6527,6527,1.5551985919831409e+18,2022-08-04 14:26:53+00:00,The PDP impeachment stuff lasted a few minutes. Someone argued that’s pretty much all a minority could do. Time will judge,0,pdp impeachment stuff last minutes argue pretty minority time judge,0.5333333333333333,0.125,None,PDP
